raceId,year,round,date,race_name,constructorId,constructorRef,team,team_points,best_finish,win,podium,best_grid_position,pole_position
1077,2022,4,2022-04-24,Emilia Romagna Grand Prix,117,aston_martin,Aston Martin,5.0,8,0,0,9,0
1077,2022,4,2022-04-24,Emilia Romagna Grand Prix,6,ferrari,Ferrari,20.0,6,0,0,2,0
1077,2022,4,2022-04-24,Emilia Romagna Grand Prix,210,haas,Haas F1 Team,3.0,9,0,0,4,0
1077,2022,4,2022-04-24,Emilia Romagna Grand Prix,1,mclaren,McLaren,22.0,3,0,1,3,0
1077,2022,4,2022-04-24,Emilia Romagna Grand Prix,131,mercedes,Mercedes,12.0,4,0,0,11,0
1077,2022,4,2022-04-24,Emilia Romagna Grand Prix,9,red_bull,Red Bull,58.0,1,1,1,1,1
1077,2022,4,2022-04-24,Emilia Romagna Grand Prix,3,williams,Williams,0.0,11,0,0,18,0
1078,2022,5,2022-05-08,Miami Grand Prix,51,alfa,Alfa Romeo,6.0,7,0,0,5,0
1078,2022,5,2022-05-08,Miami Grand Prix,213,alphatauri,AlphaTauri,0.0,12,0,0,7,0
1078,2022,5,2022-05-08,Miami Grand Prix,214,alpine,Alpine F1 Team,4.0,8,0,0,11,0
1078,2022,5,2022-05-08,Miami Grand Prix,117,aston_martin,Aston Martin,1.0,10,0,0,10,0
1078,2022,5,2022-05-08,Miami Grand Prix,6,ferrari,Ferrari,33.0,2,0,1,1,1
1078,2022,5,2022-05-08,Miami Grand Prix,210,haas,Haas F1 Team,0.0,15,0,0,15,0
1078,2022,5,2022-05-08,Miami Grand Prix,1,mclaren,McLaren,0.0,13,0,0,8,0
1078,2022,5,2022-05-08,Miami Grand Prix,131,mercedes,Mercedes,18.0,5,0,0,6,0
1078,2022,5,2022-05-08,Miami Grand Prix,9,red_bull,Red Bull,38.0,1,1,1,3,0
1078,2022,5,2022-05-08,Miami Grand Prix,3,williams,Williams,2.0,9,0,0,18,0
1079,2022,6,2022-05-22,Spanish Grand Prix,51,alfa,Alfa Romeo,8.0,6,0,0,7,0
1079,2022,6,2022-05-22,Spanish Grand Prix,213,alphatauri,AlphaTauri,1.0,10,0,0,13,0
1079,2022,6,2022-05-22,Spanish Grand Prix,214,alpine,Alpine F1 Team,8.0,7,0,0,12,0
1079,2022,6,2022-05-22,Spanish Grand Prix,117,aston_martin,Aston Martin,0.0,11,0,0,16,0
1079,2022,6,2022-05-22,Spanish Grand Prix,6,ferrari,Ferrari,12.0,4,0,0,1,1
1079,2022,6,2022-05-22,Spanish Grand Prix,210,haas,Haas F1 Team,0.0,14,0,0,8,0
1079,2022,6,2022-05-22,Spanish Grand Prix,1,mclaren,McLaren,4.0,8,0,0,9,0
1079,2022,6,2022-05-22,Spanish Grand Prix,131,mercedes,Mercedes,25.0,3,0,1,4,0
1079,2022,6,2022-05-22,Spanish Grand Prix,9,red_bull,Red Bull,44.0,1,1,1,2,0
1079,2022,6,2022-05-22,Spanish Grand Prix,3,williams,Williams,0.0,16,0,0,19,0
1080,2022,7,2022-05-29,Monaco Grand Prix,51,alfa,Alfa Romeo,2.0,9,0,0,12,0
1080,2022,7,2022-05-29,Monaco Grand Prix,213,alphatauri,AlphaTauri,0.0,11,0,0,11,0
1080,2022,7,2022-05-29,Monaco Grand Prix,214,alpine,Alpine F1 Team,6.0,7,0,0,7,0
1080,2022,7,2022-05-29,Monaco Grand Prix,117,aston_martin,Aston Martin,1.0,10,0,0,9,0
1080,2022,7,2022-05-29,Monaco Grand Prix,6,ferrari,Ferrari,30.0,2,0,1,1,1
1080,2022,7,2022-05-29,Monaco Grand Prix,210,haas,Haas F1 Team,0.0,19,0,0,13,0
1080,2022,7,2022-05-29,Monaco Grand Prix,1,mclaren,McLaren,9.0,6,0,0,5,0
1080,2022,7,2022-05-29,Monaco Grand Prix,131,mercedes,Mercedes,14.0,5,0,0,6,0
1080,2022,7,2022-05-29,Monaco Grand Prix,9,red_bull,Red Bull,40.0,1,1,1,3,0
1080,2022,7,2022-05-29,Monaco Grand Prix,3,williams,Williams,0.0,15,0,0,16,0
1081,2022,8,2022-06-12,Azerbaijan Grand Prix,51,alfa,Alfa Romeo,0.0,11,0,0,14,0
1081,2022,8,2022-06-12,Azerbaijan Grand Prix,213,alphatauri,AlphaTauri,10.0,5,0,0,6,0
1081,2022,8,2022-06-12,Azerbaijan Grand Prix,214,alpine,Alpine F1 Team,7.0,7,0,0,10,0
1081,2022,8,2022-06-12,Azerbaijan Grand Prix,117,aston_martin,Aston Martin,8.0,6,0,0,9,0
1081,2022,8,2022-06-12,Azerbaijan Grand Prix,6,ferrari,Ferrari,0.0,19,0,0,1,1
1081,2022,8,2022-06-12,Azerbaijan Grand Prix,210,haas,Haas F1 Team,0.0,14,0,0,16,0
1081,2022,8,2022-06-12,Azerbaijan Grand Prix,1,mclaren,McLaren,6.0,8,0,0,11,0
1081,2022,8,2022-06-12,Azerbaijan Grand Prix,131,mercedes,Mercedes,27.0,3,0,1,5,0
1081,2022,8,2022-06-12,Azerbaijan Grand Prix,9,red_bull,Red Bull,44.0,1,1,1,2,0
1081,2022,8,2022-06-12,Azerbaijan Grand Prix,3,williams,Williams,0.0,12,0,0,17,0
1082,2022,9,2022-06-19,Canadian Grand Prix,51,alfa,Alfa Romeo,10.0,7,0,0,10,0
1082,2022,9,2022-06-19,Canadian Grand Prix,213,alphatauri,AlphaTauri,0.0,14,0,0,16,0
1082,2022,9,2022-06-19,Canadian Grand Prix,214,alpine,Alpine F1 Team,10.0,6,0,0,2,0
1082,2022,9,2022-06-19,Canadian Grand Prix,117,aston_martin,Aston Martin,1.0,10,0,0,17,0
1082,2022,9,2022-06-19,Canadian Grand Prix,6,ferrari,Ferrari,29.0,2,0,1,3,0
1082,2022,9,2022-06-19,Canadian Grand Prix,210,haas,Haas F1 Team,0.0,17,0,0,5,0
1082,2022,9,2022-06-19,Canadian Grand Prix,1,mclaren,McLaren,0.0,11,0,0,9,0
1082,2022,9,2022-06-19,Canadian Grand Prix,131,mercedes,Mercedes,27.0,3,0,1,4,0
1082,2022,9,2022-06-19,Canadian Grand Prix,9,red_bull,Red Bull,25.0,1,1,1,1,1
1082,2022,9,2022-06-19,Canadian Grand Prix,3,williams,Williams,0.0,13,0,0,12,0
1083,2022,10,2022-07-03,British Grand Prix,51,alfa,Alfa Romeo,0.0,17,0,0,9,0
1083,2022,10,2022-07-03,British Grand Prix,213,alphatauri,AlphaTauri,0.0,14,0,0,11,0
1083,2022,10,2022-07-03,British Grand Prix,214,alpine,Alpine F1 Team,10.0,5,0,0,7,0
1083,2022,10,2022-07-03,British Grand Prix,117,aston_martin,Aston Martin,2.0,9,0,0,18,0
1083,2022,10,2022-07-03,British Grand Prix,6,ferrari,Ferrari,37.0,1,1,1,1,1
1083,2022,10,2022-07-03,British Grand Prix,210,haas,Haas F1 Team,5.0,8,0,0,17,0
1083,2022,10,2022-07-03,British Grand Prix,1,mclaren,McLaren,8.0,6,0,0,6,0
1083,2022,10,2022-07-03,British Grand Prix,131,mercedes,Mercedes,16.0,3,0,1,5,0
1083,2022,10,2022-07-03,British Grand Prix,9,red_bull,Red Bull,24.0,2,0,1,2,0
1083,2022,10,2022-07-03,British Grand Prix,3,williams,Williams,0.0,12,0,0,10,0
1084,2022,11,2022-07-10,Austrian Grand Prix,51,alfa,Alfa Romeo,0.0,11,0,0,12,0
1084,2022,11,2022-07-10,Austrian Grand Prix,213,alphatauri,AlphaTauri,0.0,15,0,0,10,0
1084,2022,11,2022-07-10,Austrian Grand Prix,214,alpine,Alpine F1 Team,14.0,5,0,0,5,0
1084,2022,11,2022-07-10,Austrian Grand Prix,117,aston_martin,Aston Martin,0.0,13,0,0,17,0
1084,2022,11,2022-07-10,Austrian Grand Prix,6,ferrari,Ferrari,38.0,1,1,1,2,0
1084,2022,11,2022-07-10,Austrian Grand Prix,210,haas,Haas F1 Team,14.0,6,0,0,6,0
1084,2022,11,2022-07-10,Austrian Grand Prix,1,mclaren,McLaren,8.0,7,0,0,15,0
1084,2022,11,2022-07-10,Austrian Grand Prix,131,mercedes,Mercedes,33.0,3,0,1,4,0
1084,2022,11,2022-07-10,Austrian Grand Prix,9,red_bull,Red Bull,31.0,2,0,1,1,1
1084,2022,11,2022-07-10,Austrian Grand Prix,3,williams,Williams,0.0,12,0,0,11,0
1085,2022,12,2022-07-24,French Grand Prix,51,alfa,Alfa Romeo,0.0,14,0,0,13,0
1085,2022,12,2022-07-24,French Grand Prix,213,alphatauri,AlphaTauri,0.0,12,0,0,8,0
1085,2022,12,2022-07-24,French Grand Prix,214,alpine,Alpine F1 Team,12.0,6,0,0,7,0
1085,2022,12,2022-07-24,French Grand Prix,117,aston_martin,Aston Martin,1.0,10,0,0,14,0
1085,2022,12,2022-07-24,French Grand Prix,6,ferrari,Ferrari,11.0,5,0,0,1,1
1085,2022,12,2022-07-24,French Grand Prix,210,haas,Haas F1 Team,0.0,15,0,0,10,0
1085,2022,12,2022-07-24,French Grand Prix,1,mclaren,McLaren,8.0,7,0,0,5,0
1085,2022,12,2022-07-24,French Grand Prix,131,mercedes,Mercedes,33.0,2,0,1,4,0
1085,2022,12,2022-07-24,French Grand Prix,9,red_bull,Red Bull,37.0,1,1,1,2,0
1085,2022,12,2022-07-24,French Grand Prix,3,williams,Williams,0.0,13,0,0,15,0
1086,2022,13,2022-07-31,Hungarian Grand Prix,51,alfa,Alfa Romeo,0.0,13,0,0,8,0
1086,2022,13,2022-07-31,Hungarian Grand Prix,213,alphatauri,AlphaTauri,0.0,12,0,0,16,0
1086,2022,13,2022-07-31,Hungarian Grand Prix,214,alpine,Alpine F1 Team,6.0,8,0,0,5,0
1086,2022,13,2022-07-31,Hungarian Grand Prix,117,aston_martin,Aston Martin,1.0,10,0,0,14,0
1086,2022,13,2022-07-31,Hungarian Grand Prix,6,ferrari,Ferrari,20.0,4,0,0,2,0
1086,2022,13,2022-07-31,Hungarian Grand Prix,210,haas,Haas F1 Team,0.0,14,0,0,13,0
1086,2022,13,2022-07-31,Hungarian Grand Prix,1,mclaren,McLaren,6.0,7,0,0,4,0
1086,2022,13,2022-07-31,Hungarian Grand Prix,131,mercedes,Mercedes,34.0,2,0,1,1,1
1086,2022,13,2022-07-31,Hungarian Grand Prix,9,red_bull,Red Bull,35.0,1,1,1,10,0
1086,2022,13,2022-07-31,Hungarian Grand Prix,3,williams,Williams,0.0,17,0,0,17,0
1087,2022,14,2022-08-28,Belgian Grand Prix,51,alfa,Alfa Romeo,0.0,14,0,0,13,0
1087,2022,14,2022-08-28,Belgian Grand Prix,213,alphatauri,AlphaTauri,2.0,9,0,0,12,0
1087,2022,14,2022-08-28,Belgian Grand Prix,214,alpine,Alpine F1 Team,16.0,5,0,0,5,0
1087,2022,14,2022-08-28,Belgian Grand Prix,117,aston_martin,Aston Martin,4.0,8,0,0,14,0
1087,2022,14,2022-08-28,Belgian Grand Prix,6,ferrari,Ferrari,23.0,3,0,1,2,0
1087,2022,14,2022-08-28,Belgian Grand Prix,210,haas,Haas F1 Team,0.0,16,0,0,15,0
1087,2022,14,2022-08-28,Belgian Grand Prix,1,mclaren,McLaren,0.0,12,0,0,10,0
1087,2022,14,2022-08-28,Belgian Grand Prix,131,mercedes,Mercedes,12.0,4,0,0,7,0
1087,2022,14,2022-08-28,Belgian Grand Prix,9,red_bull,Red Bull,44.0,1,1,1,1,1
1087,2022,14,2022-08-28,Belgian Grand Prix,3,williams,Williams,1.0,10,0,0,9,0
1088,2022,15,2022-09-04,Dutch Grand Prix,51,alfa,Alfa Romeo,0.0,16,0,0,14,0
1088,2022,15,2022-09-04,Dutch Grand Prix,213,alphatauri,AlphaTauri,0.0,11,0,0,9,0
1088,2022,15,2022-09-04,Dutch Grand Prix,214,alpine,Alpine F1 Team,10.0,6,0,0,12,0
1088,2022,15,2022-09-04,Dutch Grand Prix,117,aston_martin,Aston Martin,1.0,10,0,0,10,0
1088,2022,15,2022-09-04,Dutch Grand Prix,6,ferrari,Ferrari,19.0,3,0,1,2,0
1088,2022,15,2022-09-04,Dutch Grand Prix,210,haas,Haas F1 Team,0.0,13,0,0,8,0
1088,2022,15,2022-09-04,Dutch Grand Prix,1,mclaren,McLaren,6.0,7,0,0,7,0
1088,2022,15,2022-09-04,Dutch Grand Prix,131,mercedes,Mercedes,30.0,2,0,1,4,0
1088,2022,15,2022-09-04,Dutch Grand Prix,9,red_bull,Red Bull,36.0,1,1,1,1,1
1088,2022,15,2022-09-04,Dutch Grand Prix,3,williams,Williams,0.0,12,0,0,15,0
1089,2022,16,2022-09-11,Italian Grand Prix,51,alfa,Alfa Romeo,1.0,10,0,0,12,0
1089,2022,16,2022-09-11,Italian Grand Prix,213,alphatauri,AlphaTauri,4.0,8,0,0,9,0
1089,2022,16,2022-09-11,Italian Grand Prix,214,alpine,Alpine F1 Team,0.0,11,0,0,10,0
1089,2022,16,2022-09-11,Italian Grand Prix,117,aston_martin,Aston Martin,0.0,18,0,0,17,0
1089,2022,16,2022-09-11,Italian Grand Prix,6,ferrari,Ferrari,30.0,2,0,1,1,1
1089,2022,16,2022-09-11,Italian Grand Prix,210,haas,Haas F1 Team,0.0,12,0,0,19,0
1089,2022,16,2022-09-11,Italian Grand Prix,1,mclaren,McLaren,6.0,7,0,0,7,0
1089,2022,16,2022-09-11,Italian Grand Prix,131,mercedes,Mercedes,25.0,3,0,1,5,0
1089,2022,16,2022-09-11,Italian Grand Prix,9,red_bull,Red Bull,34.0,1,1,1,2,0
1089,2022,16,2022-09-11,Italian Grand Prix,3,williams,Williams,2.0,9,0,0,13,0
1091,2022,17,2022-10-02,Singapore Grand Prix,51,alfa,Alfa Romeo,0.0,11,0,0,15,0
1091,2022,17,2022-10-02,Singapore Grand Prix,213,alphatauri,AlphaTauri,1.0,10,0,0,7,0
1091,2022,17,2022-10-02,Singapore Grand Prix,214,alpine,Alpine F1 Team,0.0,16,0,0,5,0
1091,2022,17,2022-10-02,Singapore Grand Prix,117,aston_martin,Aston Martin,12.0,6,0,0,12,0
1091,2022,17,2022-10-02,Singapore Grand Prix,6,ferrari,Ferrari,33.0,2,0,1,1,1
1091,2022,17,2022-10-02,Singapore Grand Prix,210,haas,Haas F1 Team,0.0,12,0,0,9,0
1091,2022,17,2022-10-02,Singapore Grand Prix,1,mclaren,McLaren,22.0,4,0,0,6,0
1091,2022,17,2022-10-02,Singapore Grand Prix,131,mercedes,Mercedes,2.0,9,0,0,3,0
1091,2022,17,2022-10-02,Singapore Grand Prix,9,red_bull,Red Bull,31.0,1,1,1,2,0
1091,2022,17,2022-10-02,Singapore Grand Prix,3,williams,Williams,0.0,17,0,0,19,0
1092,2022,18,2022-10-09,Japanese Grand Prix,51,alfa,Alfa Romeo,0.0,15,0,0,12,0
1092,2022,18,2022-10-09,Japanese Grand Prix,213,alphatauri,AlphaTauri,0.0,13,0,0,13,0
1092,2022,18,2022-10-09,Japanese Grand Prix,214,alpine,Alpine F1 Team,18.0,4,0,0,5,0
1092,2022,18,2022-10-09,Japanese Grand Prix,117,aston_martin,Aston Martin,8.0,6,0,0,9,0
1092,2022,18,2022-10-09,Japanese Grand Prix,6,ferrari,Ferrari,15.0,3,0,1,2,0
1092,2022,18,2022-10-09,Japanese Grand Prix,210,haas,Haas F1 Team,0.0,14,0,0,15,0
1092,2022,18,2022-10-09,Japanese Grand Prix,1,mclaren,McLaren,1.0,10,0,0,10,0
1092,2022,18,2022-10-09,Japanese Grand Prix,131,mercedes,Mercedes,14.0,5,0,0,6,0
1092,2022,18,2022-10-09,Japanese Grand Prix,9,red_bull,Red Bull,43.0,1,1,1,1,1
1092,2022,18,2022-10-09,Japanese Grand Prix,3,williams,Williams,2.0,9,0,0,16,0
1093,2022,19,2022-10-23,United States Grand Prix,51,alfa,Alfa Romeo,0.0,12,0,0,10,0
1093,2022,19,2022-10-23,United States Grand Prix,213,alphatauri,AlphaTauri,1.0,10,0,0,13,0
1093,2022,19,2022-10-23,United States Grand Prix,214,alpine,Alpine F1 Team,6.0,7,0,0,9,0
1093,2022,19,2022-10-23,United States Grand Prix,117,aston_martin,Aston Martin,4.0,8,0,0,7,0
1093,2022,19,2022-10-23,United States Grand Prix,6,ferrari,Ferrari,15.0,3,0,1,1,1
1093,2022,19,2022-10-23,United States Grand Prix,210,haas,Haas F1 Team,2.0,9,0,0,16,0
1093,2022,19,2022-10-23,United States Grand Prix,1,mclaren,McLaren,8.0,6,0,0,8,0
1093,2022,19,2022-10-23,United States Grand Prix,131,mercedes,Mercedes,29.0,2,0,1,5,0
1093,2022,19,2022-10-23,United States Grand Prix,9,red_bull,Red Bull,37.0,1,1,1,3,0
1093,2022,19,2022-10-23,United States Grand Prix,3,williams,Williams,0.0,13,0,0,11,0
1094,2022,20,2022-10-30,Mexico City Grand Prix,51,alfa,Alfa Romeo,1.0,10,0,0,6,0
1094,2022,20,2022-10-30,Mexico City Grand Prix,213,alphatauri,AlphaTauri,0.0,11,0,0,13,0
1094,2022,20,2022-10-30,Mexico City Grand Prix,214,alpine,Alpine F1 Team,4.0,8,0,0,9,0
1094,2022,20,2022-10-30,Mexico City Grand Prix,117,aston_martin,Aston Martin,0.0,14,0,0,17,0
1094,2022,20,2022-10-30,Mexico City Grand Prix,6,ferrari,Ferrari,18.0,5,0,0,5,0
1094,2022,20,2022-10-30,Mexico City Grand Prix,210,haas,Haas F1 Team,0.0,16,0,0,15,0
1094,2022,20,2022-10-30,Mexico City Grand Prix,1,mclaren,McLaren,8.0,7,0,0,8,0
1094,2022,20,2022-10-30,Mexico City Grand Prix,131,mercedes,Mercedes,31.0,2,0,1,2,0
1094,2022,20,2022-10-30,Mexico City Grand Prix,9,red_bull,Red Bull,40.0,1,1,1,1,1
1094,2022,20,2022-10-30,Mexico City Grand Prix,3,williams,Williams,0.0,12,0,0,19,0
1095,2022,21,2022-11-13,São Paulo Grand Prix,51,alfa,Alfa Romeo,2.0,9,0,0,17,0
1095,2022,21,2022-11-13,São Paulo Grand Prix,213,alphatauri,AlphaTauri,0.0,14,0,0,12,0
1095,2022,21,2022-11-13,São Paulo Grand Prix,214,alpine,Alpine F1 Team,14.0,5,0,0,6,0
1095,2022,21,2022-11-13,São Paulo Grand Prix,117,aston_martin,Aston Martin,1.0,10,0,0,13,0
1095,2022,21,2022-11-13,São Paulo Grand Prix,6,ferrari,Ferrari,37.0,3,0,1,5,0
1095,2022,21,2022-11-13,São Paulo Grand Prix,210,haas,Haas F1 Team,1.0,13,0,0,1,1
1095,2022,21,2022-11-13,São Paulo Grand Prix,1,mclaren,McLaren,2.0,18,0,0,4,0
1095,2022,21,2022-11-13,São Paulo Grand Prix,131,mercedes,Mercedes,58.0,1,1,1,3,0
1095,2022,21,2022-11-13,São Paulo Grand Prix,9,red_bull,Red Bull,23.0,6,0,0,2,0
1095,2022,21,2022-11-13,São Paulo Grand Prix,3,williams,Williams,0.0,15,0,0,11,0
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,51,alfa,Alfa Romeo,0.0,12,0,0,15,0
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,213,alphatauri,AlphaTauri,0.0,11,0,0,12,0
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,214,alpine,Alpine F1 Team,6.0,7,0,0,8,0
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,117,aston_martin,Aston Martin,5.0,8,0,0,9,0
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,6,ferrari,Ferrari,30.0,2,0,1,3,0
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,210,haas,Haas F1 Team,0.0,16,0,0,13,0
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,1,mclaren,McLaren,11.0,6,0,0,7,0
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,131,mercedes,Mercedes,10.0,5,0,0,5,0
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,9,red_bull,Red Bull,40.0,1,1,1,1,1
1096,2022,22,2022-11-20,Abu Dhabi Grand Prix,3,williams,Williams,0.0,13,0,0,19,0
1098,2023,1,2023-03-05,Bahrain Grand Prix,51,alfa,Alfa Romeo,4.0,8,0,0,12,0
1098,2023,1,2023-03-05,Bahrain Grand Prix,213,alphatauri,AlphaTauri,0.0,11,0,0,14,0
1098,2023,1,2023-03-05,Bahrain Grand Prix,214,alpine,Alpine F1 Team,2.0,9,0,0,9,0
1098,2023,1,2023-03-05,Bahrain Grand Prix,117,aston_martin,Aston Martin,23.0,3,0,1,5,0
1098,2023,1,2023-03-05,Bahrain Grand Prix,6,ferrari,Ferrari,12.0,4,0,0,3,0
1098,2023,1,2023-03-05,Bahrain Grand Prix,210,haas,Haas F1 Team,0.0,13,0,0,10,0
1098,2023,1,2023-03-05,Bahrain Grand Prix,1,mclaren,McLaren,0.0,17,0,0,11,0
1098,2023,1,2023-03-05,Bahrain Grand Prix,131,mercedes,Mercedes,16.0,5,0,0,6,0
1098,2023,1,2023-03-05,Bahrain Grand Prix,9,red_bull,Red Bull,43.0,1,1,1,1,1
1098,2023,1,2023-03-05,Bahrain Grand Prix,3,williams,Williams,1.0,10,0,0,15,0
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,51,alfa,Alfa Romeo,0.0,13,0,0,12,0
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,213,alphatauri,AlphaTauri,0.0,11,0,0,16,0
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,214,alpine,Alpine F1 Team,6.0,8,0,0,7,0
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,117,aston_martin,Aston Martin,15.0,3,0,1,3,0
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,6,ferrari,Ferrari,14.0,6,0,0,2,0
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,210,haas,Haas F1 Team,1.0,10,0,0,11,0
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,1,mclaren,McLaren,0.0,15,0,0,9,0
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,131,mercedes,Mercedes,22.0,4,0,0,4,0
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,9,red_bull,Red Bull,44.0,1,1,1,1,1
1099,2023,2,2023-03-19,Saudi Arabian Grand Prix,3,williams,Williams,0.0,16,0,0,17,0
1100,2023,3,2023-04-02,Australian Grand Prix,51,alfa,Alfa Romeo,2.0,9,0,0,17,0
1100,2023,3,2023-04-02,Australian Grand Prix,213,alphatauri,AlphaTauri,1.0,10,0,0,12,0
1100,2023,3,2023-04-02,Australian Grand Prix,214,alpine,Alpine F1 Team,0.0,13,0,0,9,0
1100,2023,3,2023-04-02,Australian Grand Prix,117,aston_martin,Aston Martin,27.0,3,0,1,4,0
1100,2023,3,2023-04-02,Australian Grand Prix,6,ferrari,Ferrari,0.0,12,0,0,5,0
1100,2023,3,2023-04-02,Australian Grand Prix,210,haas,Haas F1 Team,6.0,7,0,0,10,0
1100,2023,3,2023-04-02,Australian Grand Prix,1,mclaren,McLaren,12.0,6,0,0,13,0
1100,2023,3,2023-04-02,Australian Grand Prix,131,mercedes,Mercedes,18.0,2,0,1,2,0
1100,2023,3,2023-04-02,Australian Grand Prix,9,red_bull,Red Bull,36.0,1,1,1,1,1
1100,2023,3,2023-04-02,Australian Grand Prix,3,williams,Williams,0.0,16,0,0,8,0
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,51,alfa,Alfa Romeo,0.0,18,0,0,14,0
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,213,alphatauri,AlphaTauri,1.0,10,0,0,8,0
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,214,alpine,Alpine F1 Team,0.0,14,0,0,12,0
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,117,aston_martin,Aston Martin,22.0,4,0,0,6,0
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,6,ferrari,Ferrari,36.0,3,0,1,1,1
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,210,haas,Haas F1 Team,0.0,13,0,0,17,0
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,1,mclaren,McLaren,2.0,9,0,0,7,0
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,131,mercedes,Mercedes,20.0,6,0,0,5,0
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,9,red_bull,Red Bull,57.0,1,1,1,2,0
1101,2023,4,2023-04-30,Azerbaijan Grand Prix,3,williams,Williams,0.0,12,0,0,13,0
1102,2023,5,2023-05-07,Miami Grand Prix,51,alfa,Alfa Romeo,0.0,13,0,0,10,0
1102,2023,5,2023-05-07,Miami Grand Prix,213,alphatauri,AlphaTauri,0.0,11,0,0,15,0
1102,2023,5,2023-05-07,Miami Grand Prix,214,alpine,Alpine F1 Team,6.0,8,0,0,5,0
1102,2023,5,2023-05-07,Miami Grand Prix,117,aston_martin,Aston Martin,15.0,3,0,1,2,0
1102,2023,5,2023-05-07,Miami Grand Prix,6,ferrari,Ferrari,16.0,5,0,0,3,0
1102,2023,5,2023-05-07,Miami Grand Prix,210,haas,Haas F1 Team,1.0,10,0,0,4,0
1102,2023,5,2023-05-07,Miami Grand Prix,1,mclaren,McLaren,0.0,17,0,0,16,0
1102,2023,5,2023-05-07,Miami Grand Prix,131,mercedes,Mercedes,20.0,4,0,0,6,0
1102,2023,5,2023-05-07,Miami Grand Prix,9,red_bull,Red Bull,44.0,1,1,1,1,1
1102,2023,5,2023-05-07,Miami Grand Prix,3,williams,Williams,0.0,14,0,0,11,0
1104,2023,6,2023-05-28,Monaco Grand Prix,51,alfa,Alfa Romeo,0.0,11,0,0,15,0
1104,2023,6,2023-05-28,Monaco Grand Prix,213,alphatauri,AlphaTauri,0.0,12,0,0,9,0
1104,2023,6,2023-05-28,Monaco Grand Prix,214,alpine,Alpine F1 Team,21.0,3,0,1,4,0
1104,2023,6,2023-05-28,Monaco Grand Prix,117,aston_martin,Aston Martin,18.0,2,0,1,2,0
1104,2023,6,2023-05-28,Monaco Grand Prix,6,ferrari,Ferrari,12.0,6,0,0,3,0
1104,2023,6,2023-05-28,Monaco Grand Prix,210,haas,Haas F1 Team,0.0,17,0,0,17,0
1104,2023,6,2023-05-28,Monaco Grand Prix,1,mclaren,McLaren,3.0,9,0,0,10,0
1104,2023,6,2023-05-28,Monaco Grand Prix,131,mercedes,Mercedes,23.0,4,0,0,6,0
1104,2023,6,2023-05-28,Monaco Grand Prix,9,red_bull,Red Bull,25.0,1,1,1,1,1
1104,2023,6,2023-05-28,Monaco Grand Prix,3,williams,Williams,0.0,14,0,0,13,0
1105,2023,7,2023-06-04,Spanish Grand Prix,51,alfa,Alfa Romeo,2.0,9,0,0,13,0
1105,2023,7,2023-06-04,Spanish Grand Prix,213,alphatauri,AlphaTauri,0.0,12,0,0,14,0
1105,2023,7,2023-06-04,Spanish Grand Prix,214,alpine,Alpine F1 Team,5.0,8,0,0,4,0
1105,2023,7,2023-06-04,Spanish Grand Prix,117,aston_martin,Aston Martin,14.0,6,0,0,6,0
1105,2023,7,2023-06-04,Spanish Grand Prix,6,ferrari,Ferrari,10.0,5,0,0,2,0
1105,2023,7,2023-06-04,Spanish Grand Prix,210,haas,Haas F1 Team,0.0,15,0,0,8,0
1105,2023,7,2023-06-04,Spanish Grand Prix,1,mclaren,McLaren,0.0,13,0,0,3,0
1105,2023,7,2023-06-04,Spanish Grand Prix,131,mercedes,Mercedes,33.0,2,0,1,5,0
1105,2023,7,2023-06-04,Spanish Grand Prix,9,red_bull,Red Bull,38.0,1,1,1,1,1
1105,2023,7,2023-06-04,Spanish Grand Prix,3,williams,Williams,0.0,16,0,0,18,0
1106,2023,8,2023-06-18,Canadian Grand Prix,51,alfa,Alfa Romeo,1.0,10,0,0,15,0
